ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,ml_genres_augment,imdb_genres,imdb_type,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
83,tt0114039,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995,1995,['Drama'],"['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0005347'],"['nm0851492', 'nm0178294']","['nm0293272', 'nm0502442']","['nm0711118', 'nm0446780']",,"['nm0170666', 'nm0118729']",['nm0071929'],,,,
84,tt0113612,Last Summer in the Hamptons (1995),Last Summer in the Hamptons,1995,1995,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0415617'],,['nm0047976'],"['nm0289439', 'nm0511798', 'nm0099029']",['nm0005643'],,['nm0938482'],,,,
85,tt0112365,Angels and Insects (1995),Angels and Insects,1995,1995,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0351993'],"['nm0125706', 'nm0351911']","['nm0753314', 'nm0447305']","['nm0000218', 'nm0000475']",,,"['nm0649715', 'nm3859362', 'nm0379053']",,,,
86,tt0118158,White Squall (1996),White Squall,1996,1996,"['Adventure', 'Drama']","['Action', 'Adventure', 'Drama']","['Adventure', 'Drama']",movie,['nm0000631'],"['nm0317335', 'nm0840307', 'nm0733149']","['nm0000313', 'nm0001698', 'nm0937930']",['nm0328751'],,,"['nm0485897', 'nm0689316']",,,,
87,tt0116151,Dunston Checks In (1996),Dunston Checks In,1996,1996,"[""Children's"", 'Comedy']","['Children', 'Comedy']","['Adventure', 'Comedy', 'Family']",movie,['nm0477129'],"['nm0394201', 'nm0333949']","['nm0004517', 'nm0005156', 'nm0000391']",['nm0001159'],,['nm0006108'],"['nm0085542', 'nm0937208']",,,,
88,tt0115697,Black Sheep (1996),Black Sheep,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0790715'],['nm0937748'],"['nm0000394', 'nm0005450', 'nm0001513']",['nm0002056'],['nm0645401'],['nm0743919'],['nm0584427'],['nm0016584'],,,
89,tt0113972,Nick of Time (1995),Nick of Time,1995,1995,"['Action', 'Thriller']","['Action', 'Thriller']","['Action', 'Crime', 'Drama']",movie,['nm0000824'],['nm0242059'],"['nm0000136', 'nm0000686', 'nm0001165']",['nm0153733'],['nm0906096'],['nm0006265'],,"['nm0830615', 'nm0607359']",,,
90,tt0113490,"Journey of August King, The (1995)",The Journey of August King,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0241090'],['nm0251188'],"['nm0000574', 'nm0236952', 'nm0001832']",['nm0628601'],['nm0005744'],['nm0006059'],['nm0917059'],['nm0228850'],,,
92,tt0117002,Mary Reilly (1996),Mary Reilly,1996,1996,"['Drama', 'Thriller']","['Drama', 'Horror', 'Thriller']","['Drama', 'Horror', 'Romance']",movie,['nm0001241'],"['nm0553168', 'nm0358960']","['nm0000518', 'nm0170552', 'nm0002091']",['nm0000210'],,,"['nm0849232', 'nm0382278', 'nm0849231']",,,,
93,tt0114825,Vampire in Brooklyn (1995),Vampire in Brooklyn,1995,1995,"['Comedy', 'Romance']","['Comedy', 'Horror', 'Romance']","['Comedy', 'Fantasy', 'Horror']",movie,['nm0000127'],"['nm0528487', 'nm0614151', 'nm0524710', 'nm0662134']","['nm0000552', 'nm0005300', 'nm0362429']",['nm0000291'],,,['nm0513791'],,,,
94,tt0115639,Beautiful Girls (1996),Beautiful Girls,1996,1996,['Drama'],"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0001130'],['nm0003298'],"['nm0000369', 'nm0000459', 'nm0001187']",['nm0001272'],['nm0453981'],['nm0347465'],['nm0940531'],['nm0937800'],,,
95,tt0115759,Broken Arrow (1996),Broken Arrow,1996,1996,"['Action', 'Thriller']","['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']",movie,['nm0000247'],['nm0003662'],"['nm0000237', 'nm0000225', 'nm0005148']",['nm0000526'],,['nm0001877'],"['nm0045927', 'nm0151835', 'nm0330428']",,,,
96,tt0113403,In the Bleak Midwinter (1995),A Midwinter's Tale,1995,1995,['Comedy'],"['Comedy', 'Drama']",['Comedy'],movie,['nm0000110'],,"['nm0540585', 'nm0001972']","['nm0153381', 'nm0001058']",['nm0487082'],['nm0950788'],['nm0057655'],['nm0268294'],['nm0367733'],,
97,tt0113247,"Hate (Haine, La) (1995)",La Haine,1995,1995,['Drama'],"['Crime', 'Drama']","['Crime', 'Drama']",movie,['nm0440913'],,"['nm0001993', 'nm0468003', 'nm0846548', 'nm0315760']",,['nm0044545'],['nm1125169'],['nm0744384'],['nm0829054'],['nm0690720'],,
98,tt0111173,Shopping (1994),Shopping,1994,1994,"['Action', 'Thriller']","['Action', 'Thriller']","['Action', 'Crime', 'Drama']",movie,['nm0027271'],,"['nm0000179', 'nm0675730', 'nm0416508']",['nm0001244'],['nm0408196'],['nm0006224'],['nm0093337'],['nm0830638'],['nm0331997'],,
99,tt0113283,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,1995,1995,['Documentary'],['Documentary'],"['Biography', 'Documentary']",tvMovie,,,['nm0112374'],"['nm3189486', 'nm0001959']",['nm0460069'],['nm0074011'],,['nm0089238'],,,
100,tt0115907,City Hall (1996),City Hall,1996,1996,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Drama', 'Thriller']",movie,['nm0000887'],"['nm0513601', 'nm0001707', 'nm0683380', 'nm0325743']","['nm0000199', 'nm0000131', 'nm0000732']",['nm0000403'],,,['nm0612529'],,,,
101,tt0115734,Bottle Rocket (1996),Bottle Rocket,1996,1996,['Comedy'],"['Adventure', 'Comedy', 'Crime', 'Romance']","['Comedy', 'Crime', 'Drama']",movie,['nm0027572'],,"['nm0005561', 'nm0005562', 'nm0235684']",['nm0288800'],['nm0005934'],['nm0006205'],"['nm0362936', 'nm0686895']",['nm0605758'],,,
102,tt0117102,Mr. Wrong (1996),Mr. Wrong,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0145309'],"['nm0558533', 'nm0251328', 'nm0613248']","['nm0000597', 'nm0001777']","['nm0001122', 'nm0000349']",,['nm0006268'],['nm0441794'],,,,
103,tt0118040,Unforgettable (1996),Unforgettable,1996,1996,['Thriller'],"['Mystery', 'Sci-Fi', 'Thriller']","['Drama', 'Mystery', 'Sci-Fi']",movie,['nm0001093'],['nm0311469'],"['nm0000501', 'nm0001075', 'nm0001520']",['nm0000400'],['nm0005749'],['nm0002366'],"['nm0209569', 'nm0776646']",,,,
104,tt0116483,Happy Gilmore (1996),Happy Gilmore,1996,1996,['Comedy'],['Comedy'],"['Comedy', 'Sport']",movie,['nm0240797'],['nm0379056'],"['nm0001191', 'nm0001520']","['nm0100866', 'nm0062844']",['nm0016473'],['nm0006205'],['nm0800465'],['nm0324122'],,,
105,tt0112579,"Bridges of Madison County, The (1995)",The Bridges of Madison County,1995,1995,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,,"['nm0481418', 'nm0909077']","['nm0000142', 'nm0805789']","['nm0000658', 'nm0179960']",['nm0005726'],['nm0006215'],['nm0005086'],['nm0185088'],,,
106,tt0110251,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me,1994,1994,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0246903'],,"['nm0762997', 'nm0901908']","['nm0775056', 'nm0873142']",['nm0005927'],['nm0718426'],"['nm0399338', 'nm0781496']",['nm0716690'],,,
107,tt0117110,Muppet Treasure Island (1996),Muppet Treasure Island,1996,1996,"['Adventure', ""Children's"", 'Comedy', 'Musical']","['Adventure', 'Children', 'Comedy', 'Musical']","['Action', 'Adventure', 'Comedy']",movie,"['nm0005008', 'nm0485298']","['nm0366337', 'nm0829044', 'nm0432075', 'nm0857130']","['nm0000347', 'nm0175262', 'nm0084107']",['nm0766837'],,,,,,,
108,tt0112646,Catwalk (1995),Catwalk,1996,1995,['Documentary'],['Documentary'],['Documentary'],movie,['nm0494889'],,,,,"['nm1723640', 'nm0572229']",['nm3030395'],['nm0320113'],,,
109,tt0113276,Headless Body in Topless Bar (1995),Headless Body in Topless Bar,1995,1995,['Comedy'],"['Comedy', 'Drama', 'Thriller']","['Comedy', 'Crime', 'Drama']",movie,['nm0115500'],['nm0465756'],"['nm0000855', 'nm0104312', 'nm0629737']",['nm0531777'],['nm0607040'],['nm0055863'],"['nm0266104', 'nm0918161']",,,,
110,tt0112573,Braveheart (1995),Braveheart,1995,1995,"['Action', 'Drama', 'War']","['Action', 'Drama', 'War']","['Biography', 'Drama', 'History']",movie,,['nm0908824'],"['nm0000154', 'nm0001526', 'nm0005171']",['nm0000521'],['nm0001799'],['nm0000035'],"['nm0202704', 'nm0480440']",['nm0742475'],,,
111,tt0075314,Taxi Driver (1976),Taxi Driver,1976,1976,"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']","['Crime', 'Drama']",movie,['nm0000217'],['nm0001707'],"['nm0000134', 'nm0000983']","['nm0000149', 'nm0001732']",['nm0152469'],['nm0002136'],"['nm0680539', 'nm0680635']",,,,
112,tt0113326,Rumble in the Bronx (1995),Rumble in the Bronx,1995,1995,"['Action', 'Adventure', 'Crime']","['Action', 'Adventure', 'Comedy', 'Crime']","['Action', 'Comedy', 'Crime']",movie,['nm0867262'],"['nm0849282', 'nm0530853']","['nm0000329', 'nm0876603']","['nm0611315', 'nm0948123']",,"['nm0910996', 'nm0006254']",['nm0876602'],,,,
113,tt0115645,Before and After (1996),Before and After,1996,1996,"['Drama', 'Mystery']","['Drama', 'Mystery']","['Crime', 'Drama', 'Mystery']",movie,['nm0775447'],"['nm0114595', 'nm0848217']","['nm0000553', 'nm0000411']","['nm0000658', 'nm0919733']",['nm0005907'],['nm0006290'],['nm0389098'],,,,
114,tt0113774,Margaret's Museum (1995),Margaret's Museum,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0710372'],"['nm0192996', 'nm0923303']","['nm0751085', 'nm0646241']","['nm0000307', 'nm0625075']",,,"['nm0537168', 'nm0164626', 'nm0524008']",,,,
115,tt0112556,Happiness Is in the Field (1995),Happiness Is in the Field,1995,1995,['Comedy'],['Comedy'],['Comedy'],movie,['nm0154055'],['nm0703228'],"['nm0785664', 'nm0593306']","['nm0044535', 'nm0560962']",['nm0920623'],['nm0028197'],['nm0309369'],['nm0480707'],,,
116,tt0112373,Anne Frank Remembered (1995),Anne Frank Remembered,1995,1995,['Documentary'],['Documentary'],"['Biography', 'Documentary', 'War']",movie,['nm0086282'],['nm0290833'],['nm0000110'],['nm0000335'],['nm0010096'],['nm0002301'],,['nm0826112'],,,
117,tt0115033,"Young Poisoner's Handbook, The (1995)",The Young Poisoner's Handbook,1995,1995,['Crime'],"['Crime', 'Drama']","['Crime', 'Drama']",movie,['nm0743239'],['nm0712575'],"['nm0640560', 'nm0792029', 'nm0036653']",['nm0790689'],['nm0846246'],"['nm0485528', 'nm0834696']",['nm0853131'],,,,
118,tt0116606,If Lucy Fell (1996),If Lucy Fell,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,,['nm0819045'],"['nm0769703', 'nm0001774']","['nm0000572', 'nm0000512']",,"['nm0678756', 'nm0004491']","['nm0420743', 'nm0471097', 'nm0820925']",,,,
119,tt0114536,"Steal Big, Steal Little (1995)",Steal Big Steal Little,1995,1995,['Comedy'],['Comedy'],['Comedy'],movie,['nm0001112'],"['nm0434929', 'nm0876051', 'nm0673772', 'nm0088271', 'nm0086587']","['nm0000412', 'nm0000273', 'nm0001592']",['nm0001797'],,,,,,,
120,tt0117427,Race the Sun (1996),Race the Sun,1996,1996,['Drama'],"['Adventure', 'Comedy', 'Drama']","['Adventure', 'Comedy', 'Drama']",movie,['nm0437659'],['nm0607454'],"['nm0000902', 'nm0402730', 'nm0000729']",['nm0000932'],['nm0122999'],['nm0006251'],['nm0381868'],['nm0108629'],,,
121,tt0106473,"Boys of St. Vincent, The (1993)",The Boys of St. Vincent,1992,1992,['Drama'],['Drama'],['Drama'],tvMovie,['nm0808807'],"['nm0909615', 'nm0334601']","['nm0001089', 'nm0605601', 'nm0233188', 'nm0227767']",,['nm0504598'],['nm0810556'],['nm0524008'],,,,
122,tt0103859,Boomerang (1992),Boomerang,1992,1992,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0399737'],"['nm0087904', 'nm0790775']","['nm0000552', 'nm0004979']","['nm0002101', 'nm0000932']",,['nm0588883'],"['nm0004976', 'nm0399738']",,,,
123,tt0109424,Chungking Express (1994),Chungking Express,1994,1994,"['Drama', 'Mystery', 'Romance']","['Drama', 'Mystery', 'Romance']","['Comedy', 'Crime', 'Drama']",movie,['nm0939182'],,"['nm0437580', 'nm0504897']","['nm0510857', 'nm0910947']",,"['nm0306473', 'nm0150894', 'nm0301704']","['nm0151176', 'nm0311508']",,,,
124,tt0114808,"Star Maker, The (Uomo delle stelle, L') (1995)",The Star Maker,1995,1995,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0868153'],['nm0727423'],"['nm0144812', 'nm0768769', 'nm0872689']",['nm0517046'],['nm0005883'],['nm0001553'],"['nm0147603', 'nm0147602']",,,,
125,tt0116324,Flirting With Disaster (1996),Flirting with Disaster,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0751102'],,['nm0001774'],"['nm0000099', 'nm0000495', 'nm0001546']",['nm0004090'],['nm0006059'],['nm0799003'],['nm0854403'],['nm0860384'],,
126,tt0110647,"NeverEnding Story III, The (1994)",The NeverEnding Story III,1994,1994,"['Adventure', ""Children's"", 'Fantasy']","['Adventure', 'Children', 'Fantasy']","['Adventure', 'Comedy', 'Family']",movie,['nm0003423'],"['nm0006639', 'nm0003369', 'nm0256779']","['nm0725284', 'nm0085312']","['nm0443139', 'nm0278092']",,,"['nm0359060', 'nm0312083']",,,,
127,tt0111055,"Silence of the Palace, The (Saimt el Qusur) (1994)",The Silences of the Palace,1994,1994,['Drama'],['Drama'],['Drama'],movie,['nm0864741'],['nm0100525'],,"['nm0754906', 'nm0480308', 'nm0653517', 'nm0373288']",['nm0069979'],['nm0103950'],"['nm0041039', 'nm0536246']",,,,
128,tt0110217,Jupiter's Wife (1994),Jupiter's Wife,1994,1995,['Documentary'],['Documentary'],"['Biography', 'Documentary', 'Mystery']",movie,['nm0624516'],['nm0604666'],,,,"['nm0602568', 'nm0930183']",,,,,
129,tt0114131,Pie in the Sky (1995),Pie in the Sky,1996,1995,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,['nm0330057'],,"['nm0001038', 'nm0000422']","['nm0000162', 'nm0001441']",['nm0005739'],['nm0006016'],"['nm0591051', 'nm0789688']",['nm0357023'],,,
130,tt0112364,Angela (1995),Angela,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0589182'],,['nm0893247'],"['nm0722614', 'nm0090033', 'nm0505764']",['nm0475578'],['nm0737459'],['nm0441006'],['nm0518755'],['nm0848298'],,
131,tt0113107,Frankie Starlight (1995),Frankie Starlight,1995,1995,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance', 'War']",movie,['nm0512327'],"['nm0641622', 'nm0713193']","['nm0000369', 'nm0000321', 'nm0907646']",['nm0001594'],['nm0490817'],['nm0000930'],['nm0669348'],,,,
132,tt0113451,Jade (1995),Jade,1995,1995,['Thriller'],['Thriller'],"['Crime', 'Drama', 'Thriller']",movie,['nm0001243'],['nm0000390'],"['nm0000325', 'nm0001590', 'nm0001077']",['nm0000400'],,['nm0000035'],"['nm0011867', 'nm0062332', 'nm0263172']",,,,
133,tt0114015,Nueba Yol (1995),Nueba Yol,1995,1995,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0616305'],,"['nm0551779', 'nm0136200', 'nm0897804']",['nm0712332'],['nm0635742'],['nm0762631'],"['nm0140294', 'nm0575715']",['nm3110647'],,,
134,tt0114500,Sonic Outlaws (1995),Sonic Outlaws,1995,1995,['Documentary'],['Documentary'],['Documentary'],movie,['nm0049878'],,"['nm0529144', 'nm0242672', 'nm0341801', 'nm0396055', 'nm0431512']",,['nm0199584'],,,,,,
135,tt0116130,Down Periscope (1996),Down Periscope,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0911486'],"['nm0933505', 'nm0476065', 'nm0906997']","['nm0001288', 'nm0001705', 'nm0001765']",['nm0000452'],,['nm0006055'],['nm0492994'],,,,
136,tt0113125,From the Journals of Jean Seberg (1995),From the Journals of Jean Seberg,1995,1995,['Documentary'],['Documentary'],"['Biography', 'Documentary']",movie,['nm0710900'],,,['nm0002148'],['nm0200028'],,,,,['nm0781029'],
137,tt0113756,Man of the Year (1995),Man of the Year,1995,1995,['Documentary'],['Documentary'],"['Comedy', 'Romance']",movie,['nm0787257'],,"['nm0650355', 'nm0058786']",['nm0840066'],['nm0863558'],['nm0029640'],['nm0444758'],"['nm0813367', 'nm0798652']",,,
138,tt0113952,"Neon Bible, The (1995)",The Neon Bible,1995,1995,['Drama'],['Drama'],['Drama'],movie,['nm0203993'],['nm0867487'],"['nm0862932', 'nm0068166']","['nm0001687', 'nm0769311']",['nm0183533'],['nm0516894'],"['nm0439563', 'nm0829702']",,,,
139,tt0114618,Target (1995),Target,1995,1995,"['Action', 'Drama']","['Action', 'Drama']",['Drama'],movie,['nm0712994'],"['nm0006249', 'nm1433589']","['nm0012881', 'nm0149815', 'nm0611525']",['nm0015285'],['nm0706660'],,"['nm0963005', 'nm1132719']",,,,
140,tt0118055,Up Close and Personal (1996),Up Close & Personal,1996,1996,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0000816'],"['nm0225820', 'nm0242869', 'nm1086191']","['nm0000602', 'nm0001505']","['nm0000201', 'nm0000330']",,,"['nm0630090', 'nm0449549']",,,,
141,tt0115685,"Birdcage, The (1996)",The Birdcage,1996,1996,['Comedy'],['Comedy'],['Comedy'],movie,['nm0001566'],"['nm0561938', 'nm0688497', 'nm0891554', 'nm0596850', 'nm0200473']","['nm0000245', 'nm0001447', 'nm0000432']",['nm0001848'],,,,,,,
142,tt0094878,Shadows (Cienie) (1988),The Road Home,1988,1988,['Drama'],['Drama'],"['Drama', 'War']",movie,['nm0441072'],,"['nm1115379', 'nm0082761']","['nm0874486', 'nm0477150']",['nm0196367'],['nm0465102'],"['nm0050183', 'nm0928974']",['nm0159254'],,,
143,tt0113200,Gospa (1995),Gospa,1995,1995,['Drama'],['Drama'],"['Drama', 'History']",movie,['nm0781341'],"['nm0032915', 'nm0343129', 'nm0607454']","['nm0000640', 'nm0001868', 'nm0002117']",['nm0000392'],,['nm0376936'],['nm1011968'],,,,
144,tt0112585,"Brothers McMullen, The (1995)",The Brothers McMullen,1995,1995,['Comedy'],['Comedy'],"['Comedy', 'Drama', 'Romance']",movie,,,"['nm0611673', 'nm0569458', 'nm0122653']",['nm0016589'],,['nm0250738'],['nm0279460'],,,,
145,tt0112442,Bad Boys (1995),Bad Boys,1995,1995,['Action'],"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","['Action', 'Comedy', 'Crime']",movie,['nm0000881'],"['nm0303032', 'nm0057398', 'nm0611848', 'nm0724514']","['nm0000226', 'nm0001454', 'nm0848075']",['nm0102288'],,,['nm0000988'],,,,
146,tt0112342,"Amazing Panda Adventure, The (1995)",The Amazing Panda Adventure,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Children']","['Adventure', 'Drama', 'Family']",movie,['nm0128883'],"['nm0928230', 'nm0020163', 'nm0745087', 'nm0253214']","['nm0002332', 'nm0805429', 'nm0270505']",['nm0227629'],,,['nm0287811'],,,,
147,tt0112461,"Basketball Diaries, The (1995)",The Basketball Diaries,1995,1995,['Drama'],['Drama'],"['Biography', 'Crime', 'Drama']",movie,['nm0436284'],"['nm0140860', 'nm0326734']","['nm0000138', 'nm0534944']","['nm0000966', 'nm0812427']",,['nm0006251'],"['nm0375353', 'nm0544307']",,,,
148,tt0112427,"Awfully Big Adventure, An (1995)",An Awfully Big Adventure,1995,1995,['Drama'],['Drama'],"['Comedy', 'Drama', 'Romance']",movie,['nm0001565'],"['nm0047748', 'nm0939606']","['nm0000424', 'nm0000614', 'nm0035605']",['nm0146061'],,['nm0366880'],"['nm0245495', 'nm0385472']",,,,
149,tt0109093,Amateur (1994),Amateur,1994,1994,"['Crime', 'Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']","['Comedy', 'Crime', 'Drama']",movie,['nm0001325'],,"['nm0233027', 'nm0949433']","['nm0001376', 'nm0530581']",['nm0818785'],['nm0852563'],['nm0394046'],['nm0358172'],['nm0002843'],,
150,tt0112384,Apollo 13 (1995),Apollo 13,1995,1995,['Drama'],"['Adventure', 'Drama', 'IMAX']","['Adventure', 'Drama', 'History']",movie,['nm0000165'],"['nm0522554', 'nm0460200', 'nm0115310', 'nm0718031']","['nm0000158', 'nm0000200', 'nm0000102', 'nm0000641']",,,,['nm0004976'],,,,
151,tt0114287,Rob Roy (1995),Rob Roy,1995,1995,"['Drama', 'Romance', 'War']","['Action', 'Drama', 'Romance', 'War']","['Adventure', 'Biography', 'Drama']",movie,['nm0001994'],['nm0788991'],"['nm0000553', 'nm0000457', 'nm0000619']",['nm0001448'],['nm0005776'],['nm0001980'],"['nm0112666', 'nm0413970']",,,,
152,tt0112288,"Addiction, The (1995)",The Addiction,1995,1995,['Horror'],"['Drama', 'Horror']","['Drama', 'Horror']",movie,['nm0001206'],['nm0820669'],['nm0000686'],"['nm0000666', 'nm0001711', 'nm0004908']",['nm0004302'],['nm0217137'],"['nm0360173', 'nm0837875']",,,,
153,tt0112462,Batman Forever (1995),Batman Forever,1995,1995,"['Action', 'Adventure', 'Comedy', 'Crime']","['Action', 'Adventure', 'Comedy', 'Crime']","['Action', 'Adventure']",movie,['nm0001708'],"['nm0004170', 'nm0060761', 'nm0060760', 'nm0326040']","['nm0000174', 'nm0000169', 'nm0000120']",['nm0000173'],,,['nm0000318'],,,,
154,tt0061395,Belle de jour (1967),Belle de Jour,1967,1967,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0000320'],"['nm0450262', 'nm0140643']","['nm0814799', 'nm0681566']","['nm0000366', 'nm0656180']",['nm0005916'],,"['nm0354623', 'nm0354624']",,,,
155,tt0112495,Beyond Rangoon (1995),Beyond Rangoon,1995,1995,"['Drama', 'War']","['Adventure', 'Drama', 'War']","['Action', 'Adventure', 'Drama']",movie,['nm0000958'],"['nm0489620', 'nm0747911']","['nm0461931', 'nm0336960']","['nm0000099', 'nm0000531']",,,"['nm0818731', 'nm0687203', 'nm0753251']",,,,
156,tt0112541,Blue in the Face (1995),Blue in the Face,1995,1995,['Comedy'],"['Comedy', 'Drama']",['Comedy'],movie,"['nm0000808', 'nm0911061', 'nm0910905']",,"['nm0000172', 'nm0715563', 'nm0000150']",['nm0001683'],,,"['nm0680355', 'nm0425169', 'nm0628226']",,,,
157,tt0109370,Canadian Bacon (1994),Canadian Bacon,1995,1995,"['Comedy', 'War']","['Comedy', 'War']",['Comedy'],movie,['nm0601619'],,"['nm0001006', 'nm0000257', 'nm0001629']",['nm0674231'],['nm0005549'],"['nm0000930', 'nm0003367']","['nm0113360', 'nm0745272']",,,,
158,tt0112642,Casper (1995),Casper,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Children']","['Comedy', 'Family', 'Fantasy']",movie,['nm0797869'],"['nm0649866', 'nm0832300', 'nm0646818']","['nm0000597', 'nm0001385']","['nm0000207', 'nm0001550']",,['nm0000035'],['nm0933213'],,,,
159,tt0112688,Clockers (1995),Clockers,1995,1995,['Drama'],"['Crime', 'Drama', 'Mystery']","['Crime', 'Drama', 'Mystery']",movie,['nm0000490'],['nm0697115'],"['nm0000172', 'nm0001806', 'nm0005148', 'nm0001616']",,['nm0768434'],['nm0005966'],"['nm0453091', 'nm0000217']",,,,
