ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,imdb_genres,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
93,tt0114906,Welcome to the Dollhouse (1995),Welcome to the Dollhouse,1996,1995,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0001754'],,,"['nm0000525', 'nm0115402', 'nm1592211', 'nm0896292']",['nm0238585'],['nm0936608'],,['nm0654601'],['nm0088769'],,
94,tt0099785,Home Alone (1990),Home Alone,1990,1990,"[""Children's"", 'Comedy']","['Comedy', 'Family']",['nm0001060'],['nm0000455'],"['nm0000346', 'nm0000582', 'nm0827663', 'nm0001334']",,['nm0531310'],['nm0002354'],,['nm0331532'],['nm0616141'],,
95,tt0103639,Aladdin (1992),Aladdin,1992,1992,"['Animation', ""Children's"", 'Comedy', 'Musical']","['Adventure', 'Animation', 'Comedy']","['nm0166256', 'nm0615780']","['nm0021249', 'nm0254645', 'nm0744429', 'nm0560329']","['nm0918334', 'nm0000245', 'nm0293455']",['nm0488306'],,,,,,,
96,tt0103064,Terminator 2: Judgment Day (1991),Terminator 2: Judgment Day,1991,1991,"['Action', 'Sci-Fi', 'Thriller']","['Action', 'Sci-Fi']",['nm0000116'],['nm0936537'],"['nm0000216', 'nm0000411', 'nm0001598']",['nm0000157'],['nm0004229'],['nm0006075'],,"['nm0233827', 'nm0119322']",,,
97,tt0099348,Dances with Wolves (1990),Dances with Wolves,1990,1990,"['Adventure', 'Drama', 'Western']","['Adventure', 'Drama', 'Western']",,['nm0086658'],"['nm0000126', 'nm0001295', 'nm0002110']",['nm0001521'],['nm0005871'],['nm0000290'],['nm0933604'],"['nm0556067', 'nm0398343']",,,
98,tt0102926,"Silence of the Lambs, The (1991)",The Silence of the Lambs,1991,1991,"['Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']",['nm0001129'],"['nm0365383', 'nm0848217']","['nm0000164', 'nm0095029']","['nm0000149', 'nm0501435']",,,"['nm0882588', 'nm0102508', 'nm0768324']",,,,
99,tt0029583,Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs,1937,1937,"['Animation', ""Children's"", 'Musical']","['Animation', 'Family', 'Fantasy']","['nm0789313', 'nm0183183', 'nm0359457', 'nm0414144', 'nm0604392', 'nm0668998']",,"['nm0830968', 'nm0041165']","['nm0143314', 'nm0479164']",,,,,,,
100,tt0116282,Fargo (1996),Fargo,1997,1996,"['Crime', 'Drama', 'Thriller']","['Crime', 'Drama', 'Thriller']","['nm0001054', 'nm0001053']",,"['nm0000513', 'nm0000114', 'nm0001780']",['nm0000531'],['nm0005683'],['nm0001980'],,,['nm0374511'],,
101,tt0082509,Heavy Metal (1981),Heavy Metal,1981,1981,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']","['Adventure', 'Animation', 'Fantasy']","['nm0625166', 'nm0693376', 'nm0116497', 'nm0354691', 'nm0844301', 'nm0613471']",,"['nm0739087', 'nm0001006', 'nm0280886', 'nm0290475']",,,,,,,,
102,tt0065421,"Aristocats, The (1970)",The Aristocats,1970,1970,"['Animation', ""Children's""]","['Adventure', 'Animation', 'Comedy']",['nm0718627'],"['nm0166551', 'nm0166307', 'nm0314788', 'nm0027011', 'nm0858826']","['nm0365201', 'nm0001359', 'nm0001079']",['nm0001247'],,,,,,,
103,tt0115509,All Dogs Go to Heaven 2 (1996),All Dogs Go to Heaven 2,1996,1996,"['Animation', ""Children's"", 'Musical']","['Adventure', 'Animation', 'Family']","['nm0500858', 'nm0754678']","['nm0949861', 'nm0911660', 'nm0647592']","['nm0000221', 'nm0001123', 'nm0000308']",['nm0002054'],,,['nm0220465'],,,,
104,tt0114658,Theodore Rex (1995),Theodore Rex,1996,1995,['Comedy'],"['Action', 'Comedy', 'Family']",['nm0079471'],,"['nm0000090', 'nm0001069']","['nm0000155', 'nm0484460']",['nm0005897'],['nm0006077'],['nm0009272'],"['nm0787603', 'nm0592427']",,,
105,tt0117608,Sgt. Bilko (1996),Sgt. Bilko,1996,1996,['Comedy'],['Comedy'],['nm0528718'],"['nm0383733', 'nm0106563']","['nm0000188', 'nm0000101', 'nm0367005']",['nm0000444'],['nm0816292'],['nm0006293'],['nm0004976'],,,,
106,tt0116095,Diabolique (1996),Diabolique,1996,1996,"['Drama', 'Thriller']","['Drama', 'Horror', 'Mystery']",['nm0154819'],"['nm0092267', 'nm0092268', 'nm0167241', 'nm0740400']",['nm0001590'],"['nm0000232', 'nm0000254', 'nm0000870']",,,['nm0732708'],,,,
107,tt0117071,Moll Flanders (1996),Moll Flanders,1996,1996,['Drama'],"['Drama', 'Romance']",['nm0219720'],['nm0214518'],"['nm0000151', 'nm0001487']","['nm0000705', 'nm0000330']",['nm0005897'],['nm0006183'],"['nm0507669', 'nm0914709']",,,,
108,tt0116768,Kids in the Hall: Brain Candy (1996),Kids in the Hall: Brain Candy,1996,1996,['Comedy'],['Comedy'],['nm0538614'],"['nm0386780', 'nm0860690']","['nm0004929', 'nm0567126', 'nm0567852', 'nm0571897']",,['nm0538610'],['nm0636103'],['nm0584427'],,,,
109,tt0117128,Mystery Science Theater 3000: The Movie (1996),Mystery Science Theater 3000: The Movie,1996,1996,"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']",,"['nm0670447', 'nm0152255', 'nm0427638', 'nm0388273', 'nm0175239']","['nm0064546', 'nm0625621', 'nm0540075', 'nm0614436']",,,['nm0053352'],,,,,
110,tt0114048,Operation Dumbo Drop (1995),Operation Dumbo Drop,1995,1995,"['Action', 'Adventure', 'Comedy', 'War']","['Action', 'Adventure', 'Comedy']",['nm0934578'],"['nm0606611', 'nm0704164', 'nm0467942']","['nm0000418', 'nm0000501', 'nm0001459', 'nm0234791']",,,,"['nm0618558', 'nm0534574']",,,,
111,tt0117979,"Truth About Cats & Dogs, The (1996)",The Truth About Cats & Dogs,1996,1996,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0499724'],['nm0920108'],"['nm0001035', 'nm0004937']","['nm0000235', 'nm0000413']",['nm0109658'],['nm0006290'],['nm0016479'],['nm0002377'],,,
112,tt0116322,Flipper (1996),Flipper,1996,1996,"['Adventure', ""Children's""]","['Adventure', 'Family']","['nm0788454', 'nm2668396']","['nm0115202', 'nm0184689', 'nm0918918']","['nm0001357', 'nm0000704', 'nm0052186', 'nm0212588']",,,,['nm0441818'],,,,
113,tt0113362,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",The Horseman on the Roof,1996,1995,['Drama'],"['Adventure', 'Drama', 'Romance']",['nm0710919'],"['nm0320274', 'nm0173953', 'nm0140643']","['nm0553648', 'nm0034079', 'nm0167388']",['nm0000300'],['nm0005636'],['nm0006223'],,,,,
114,,Wallace & Gromit: The Best of Aardman Animation (1996),,1996,,['Animation'],,,,,,,,,,,,
115,tt0113270,"Haunted World of Edward D. Wood Jr., The (1995)",The Haunted World of Edward D. Wood Jr.,1996,1995,['Documentary'],"['Biography', 'Documentary']",['nm0859920'],,,,['nm0588204'],['nm0006068'],['nm0858659'],['nm0480800'],['nm0480375'],,
116,tt0112701,Cold Comfort Farm (1995),Cold Comfort Farm,1996,1995,['Comedy'],"['Comedy', 'Romance']",['nm0772259'],"['nm0102903', 'nm0316599']",['nm0000410'],"['nm0040586', 'nm0000295', 'nm0123090']",['nm0003372'],['nm0516894'],['nm0318336'],,,,
117,tt0117500,"Rock, The (1996)",The Rock,1996,1996,"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']",['nm0000881'],"['nm0918711', 'nm0177018', 'nm0743119']","['nm0000125', 'nm0000115', 'nm0000438', 'nm0817983']",,,,"['nm0800971', 'nm0000988']",,,,
118,tt0117998,Twister (1996),Twister,1996,1996,"['Action', 'Adventure', 'Thriller']","['Action', 'Adventure', 'Thriller']",['nm0000957'],"['nm0000341', 'nm0551926']","['nm0000200', 'nm0000144']","['nm0000166', 'nm0000415']",,['nm0006183'],"['nm0117290', 'nm0005086']",,,,
119,tt0110480,Maya Lin: A Strong Clear Vision (1994),Maya Lin: A Strong Clear Vision,1994,1994,['Documentary'],"['Biography', 'Documentary']",['nm0595131'],,,,"['nm0502375', 'nm0550218']",['nm0017450'],['nm0761739'],['nm0142216'],,,
120,tt0117765,Striptease (1996),Striptease,1996,1996,"['Comedy', 'Crime']","['Comedy', 'Crime', 'Drama']",['nm0000921'],['nm0382437'],"['nm0000608', 'nm0000800', 'nm0000609']",['nm0000193'],['nm0003552'],['nm0006290'],['nm0516465'],['nm0167613'],,,
121,tt0116629,Independence Day (ID4) (1996),Independence Day,1996,1996,"['Action', 'Sci-Fi', 'War']","['Action', 'Adventure', 'Sci-Fi']",['nm0000386'],['nm0002041'],"['nm0000226', 'nm0000597', 'nm0000156']",['nm0001521'],['nm0005776'],['nm0003417'],,['nm0107463'],['nm0774606'],,
122,tt0115798,"Cable Guy, The (1996)",The Cable Guy,1996,1996,['Comedy'],"['Comedy', 'Drama', 'Thriller']",['nm0001774'],['nm0392648'],"['nm0000120', 'nm0000111', 'nm0085312']",['nm0005182'],,['nm0653211'],"['nm0031976', 'nm0508988', 'nm0611064']",,,,
123,tt0116365,"Frighteners, The (1996)",The Frighteners,1996,1996,"['Comedy', 'Horror']","['Comedy', 'Fantasy', 'Horror']",['nm0001392'],['nm0909638'],"['nm0000150', 'nm0229930', 'nm0040014']",['nm0000746'],"['nm0093151', 'nm0088373']",['nm0000384'],['nm0783241'],,,,
124,tt0116905,Lone Star (1996),Lone Star,1996,1996,"['Drama', 'Mystery']","['Drama', 'Mystery']",['nm0000626'],,"['nm0177933', 'nm0579116', 'nm0485917']",['nm0001615'],['nm0238698'],['nm0006025'],"['nm0589158', 'nm0719964']",,['nm0084019'],,
125,tt0117333,Phenomenon (1996),Phenomenon,1996,1996,"['Drama', 'Romance']","['Drama', 'Fantasy', 'Romance']",['nm0005509'],['nm0224187'],"['nm0000237', 'nm0001845', 'nm0000380']",['nm0001718'],['nm0003659'],['nm0002353'],"['nm0102189', 'nm0852888']",,,,
126,tt0117718,"Spitfire Grill, The (1996)",The Spitfire Grill,1996,1996,['Drama'],['Drama'],['nm0957453'],,['nm0001599'],"['nm0254362', 'nm0000995', 'nm0001315']",['nm0237170'],['nm0000035'],['nm0614950'],['nm0329390'],['nm0191896'],,
127,tt0068646,"Godfather, The (1972)",The Godfather,1972,1972,"['Action', 'Crime', 'Drama']","['Crime', 'Drama']",['nm0000338'],['nm0701374'],"['nm0000008', 'nm0000199', 'nm0001001']",['nm0000473'],['nm0932336'],['nm0000065'],['nm0748665'],['nm0722000'],,,
128,tt0104558,Supercop (1992),Supercop,1996,1992,"['Action', 'Thriller']","['Action', 'Comedy', 'Crime']",['nm0867262'],"['nm0849282', 'nm0530853', 'nm0947177']","['nm0000329', 'nm0874684']","['nm0000706', 'nm0001041']",,['nm0156809'],['nm0151162'],,,,
129,tt0115736,Bound (1996),Bound,1996,1996,"['Crime', 'Drama', 'Romance', 'Thriller']","['Crime', 'Thriller']","['nm0905154', 'nm0905152']",,"['nm0001592', 'nm0752636']","['nm0000236', 'nm0000153']",['nm0691084'],['nm0204485'],,['nm0821205'],['nm0146521'],,
130,tt0116745,Kansas City (1996),Kansas City,1996,1996,['Crime'],"['Crime', 'Drama', 'Music']",['nm0000265'],['nm3004592'],"['nm0000896', 'nm0614526']","['nm0000492', 'nm0001669']",['nm0822975'],,,['nm0674419'],['nm0022939'],,
131,tt0054698,Breakfast at Tiffany's (1961),Breakfast at Tiffany's,1961,1961,"['Drama', 'Romance']","['Comedy', 'Drama', 'Romance']",['nm0001175'],"['nm0001986', 'nm0043480']","['nm0000577', 'nm0001171']","['nm0000030', 'nm0623658']",,['nm0000049'],"['nm0433021', 'nm0791847']",,,,
132,tt0032138,"Wizard of Oz, The (1939)",The Wizard of Oz,1939,1939,"['Adventure', ""Children's"", 'Drama', 'Musical']","['Adventure', 'Family', 'Fantasy']","['nm0896542', 'nm0281808', 'nm0002030', 'nm0503777', 'nm0851537', 'nm0861703']",,"['nm0604656', 'nm0001961', 'nm0481618']",['nm0000023'],,,,,,,
133,tt0031381,Gone with the Wind (1939),Gone with the Wind,1939,1939,"['Drama', 'Romance', 'War']","['Drama', 'History', 'Romance']","['nm0281808', 'nm0002030', 'nm0939992']","['nm0308177', 'nm0593565', 'nm0397608']","['nm0000022', 'nm0593775']","['nm0000046', 'nm0641966']",,,,,,,
134,tt0033467,Citizen Kane (1941),Citizen Kane,1941,1941,['Drama'],"['Drama', 'Mystery']",,"['nm0542534', 'nm0002144', 'nm0219670', 'nm0448809']","['nm0000080', 'nm0001072']","['nm0173827', 'nm0001547']",['nm0005904'],['nm0002136'],,,,,
135,tt0062622,2001: A Space Odyssey (1968),2001: A Space Odyssey,1968,1968,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']","['Adventure', 'Sci-Fi']",['nm0000040'],['nm0002009'],"['nm0001158', 'nm0516972', 'nm0843213', 'nm0725220']",,['nm0005910'],,,['nm0522487'],"['nm0486127', 'nm0033658']",,
136,tt0031679,Mr. Smith Goes to Washington (1939),Mr. Smith Goes to Washington,1939,1939,['Drama'],"['Comedy', 'Drama']",['nm0001008'],"['nm0118227', 'nm0287931', 'nm0175333']","['nm0000071', 'nm0001647', 'nm0036427']",['nm0000795'],['nm0907900'],['nm0006323'],,,,,
137,tt0115678,Big Night (1996),Big Night,1996,1996,['Drama'],"['Drama', 'Romance']",['nm0001714'],['nm0873579'],"['nm0001724', 'nm0001804', 'nm0004711', 'nm0088745']",,['nm0004302'],['nm0218460'],['nm0277204'],['nm0255440'],,,
138,tt0116000,D3: The Mighty Ducks (1996),D3: The Mighty Ducks,1996,1996,"[""Children's"", 'Comedy']","['Action', 'Comedy', 'Drama']",['nm0509409'],"['nm0109359', 'nm0425540', 'nm0122950']","['nm0000389', 'nm0635139', 'nm0782978']",['nm0459706'],,,"['nm0449549', 'nm0000816']",,,,
139,tt0064603,"Love Bug, The (1969)",The Love Bug,1969,1968,"[""Children's"", 'Comedy']","['Comedy', 'Family', 'Sport']",['nm0829038'],"['nm0909556', 'nm0196119', 'nm0119423']","['nm0427894', 'nm0866835', 'nm0004983']",['nm0497891'],['nm0169344'],['nm0005980'],,,,,
140,tt0107131,Homeward Bound: The Incredible Journey (1993),Homeward Bound: The Incredible Journey,1993,1993,"['Adventure', ""Children's""]","['Adventure', 'Comedy', 'Drama']",['nm0242271'],"['nm0122484', 'nm0003031', 'nm0941314']","['nm0000150', 'nm0017519', 'nm0076204']",['nm0000398'],,,"['nm0506410', 'nm0155942']",,,,
141,tt0046672,"20,000 Leagues Under the Sea (1954)","20,000 Leagues Under the Sea",1954,1954,"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']","['Adventure', 'Drama', 'Family']",['nm0281507'],"['nm0271641', 'nm0894523']","['nm0000018', 'nm0000051', 'nm0510134', 'nm0000048']",,['nm0005832'],['nm1345229'],,['nm0930536'],,,
142,tt0066817,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks,1971,1971,"['Adventure', ""Children's"", 'Musical']","['Adventure', 'Animation', 'Comedy']","['nm0829038', 'nm0453832']","['nm0196119', 'nm0942723', 'nm0075859', 'nm0909556']","['nm0866835', 'nm0001522', 'nm0415488']",['nm0001450'],,,,,,,
143,tt0059742,"Sound of Music, The (1965)",The Sound of Music,1965,1965,['Musical'],"['Biography', 'Drama', 'Family']",['nm0936404'],"['nm0903125', 'nm0403346', 'nm0512231', 'nm0189496', 'nm0499626']","['nm0001626', 'nm0370821']","['nm0000267', 'nm0662223']",,,,,,,
144,tt0095016,Die Hard (1988),Die Hard,1988,1988,"['Action', 'Thriller']","['Action', 'Thriller']",['nm0001532'],"['nm0861636', 'nm0835732', 'nm0211823']","['nm0000246', 'nm0000614', 'nm0001817']",['nm0000889'],,,"['nm0005428', 'nm0330383']",,,,
145,tt0104692,"Lawnmower Man, The (1992)",The Lawnmower Man,1992,1992,"['Action', 'Sci-Fi', 'Thriller']","['Horror', 'Sci-Fi']",['nm0502577'],"['nm0000175', 'nm0263518']","['nm0001194', 'nm0000112', 'nm0109517']",['nm0942486'],['nm0005665'],['nm0943831'],,['nm0062328'],,,
146,tt0118044,Unhook the Stars (1996),Unhook the Stars,1996,1996,['Drama'],"['Drama', 'Romance']",['nm0001024'],['nm0129724'],"['nm0000367', 'nm0005157']","['nm0001687', 'nm0000673']",['nm0003659'],['nm0400312'],['nm0165983'],['nm0902773'],,,
147,tt0116908,"Long Kiss Goodnight, The (1996)",The Long Kiss Goodnight,1996,1996,"['Action', 'Thriller']","['Action', 'Crime', 'Drama']",['nm0001317'],['nm0000948'],"['nm0000168', 'nm0081572']","['nm0000133', 'nm0956531']",['nm0622897'],['nm0006293'],['nm0042520'],['nm0325549'],,,
148,tt0116409,"Ghost and the Darkness, The (1996)",The Ghost and the Darkness,1996,1996,"['Action', 'Adventure']","['Adventure', 'Drama', 'Thriller']",['nm0394280'],['nm0001279'],"['nm0000140', 'nm0000174', 'nm0929489', 'nm0434712']",,,['nm0000025'],"['nm0457715', 'nm0005036', 'nm0705620']",,,,
149,tt0116722,Jude (1996),Jude,1996,1996,['Drama'],"['Drama', 'Romance']",['nm0935863'],"['nm0024925', 'nm0362762']","['nm0001172', 'nm0192377']","['nm0000701', 'nm0341737']",['nm0785381'],['nm0426514'],['nm0247787'],,,,
150,tt0117802,Swingers (1996),Swingers,1996,1996,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0510731'],,"['nm0000681', 'nm0269463', 'nm0515296']",['nm0001287'],,['nm0718117'],['nm0800865'],['nm0592537'],['nm0357176'],,
151,tt0067992,Willy Wonka and the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory,1971,1971,"['Adventure', ""Children's"", 'Comedy']","['Family', 'Fantasy', 'Musical']",['nm0835799'],"['nm0001094', 'nm0783544']","['nm0000698', 'nm0016776', 'nm0652578', 'nm0455702']",,['nm0406471'],,"['nm0546876', 'nm0938678']",,,,
152,tt0070707,Sleeper (1973),Sleeper,1973,1973,"['Comedy', 'Sci-Fi']","['Comedy', 'Sci-Fi']",,['nm0108613'],"['nm0000095', 'nm0065183']","['nm0000473', 'nm0339889']",['nm0909607'],,['nm0343532'],"['nm0742471', 'nm0114363', 'nm0435894']",,,
153,tt0095159,"Fish Called Wanda, A (1988)",A Fish Called Wanda,1988,1988,['Comedy'],"['Comedy', 'Crime']",['nm0187769'],,"['nm0000092', 'nm0000177', 'nm0001589']",['nm0000130'],['nm0401727'],['nm0006047'],['nm0787834'],['nm0433384'],['nm0494861'],,
154,tt0079470,Monty Python's Life of Brian (1979),Monty Python's Life of Brian,1979,1979,['Comedy'],['Comedy'],['nm0001402'],['nm0001385'],"['nm0001037', 'nm0000092', 'nm0001589', 'nm0000416']",,['nm0084695'],['nm0121431'],['nm0326364'],['nm0236405'],,,
155,tt0092890,Dirty Dancing (1987),Dirty Dancing,1987,1987,"['Musical', 'Romance']","['Drama', 'Music', 'Romance']",['nm0001915'],['nm0075044'],"['nm0000664', 'nm0001583']","['nm0000426', 'nm0722407']",['nm0005749'],['nm0606657'],['nm0331988'],['nm0291054'],,,
156,tt0105236,Reservoir Dogs (1992),Reservoir Dogs,1992,1992,"['Crime', 'Thriller']","['Crime', 'Drama', 'Thriller']",['nm0000233'],['nm0000812'],"['nm0000172', 'nm0000619', 'nm0000514', 'nm0001606']",,['nm0782900'],,['nm0004744'],['nm0579673'],['nm0913300'],,
157,tt0091763,Platoon (1986),Platoon,1986,1986,"['Drama', 'War']","['Drama', 'War']",['nm0000231'],,"['nm0000221', 'nm0000297', 'nm0000353', 'nm0202966']",,['nm0724744'],['nm0000016'],['nm0465745'],['nm0800943'],['nm0747941'],,
158,tt0098627,Weekend at Bernie's (1989),Weekend at Bernie's,1989,1989,['Comedy'],"['Adventure', 'Comedy', 'Crime']",['nm0467646'],['nm0458228'],"['nm0000530', 'nm0001738', 'nm0435218']",['nm0829252'],['nm0698832'],['nm0814047'],"['nm0236819', 'nm1557652']",,,,
159,tt0103772,Basic Instinct (1992),Basic Instinct,1992,1992,"['Mystery', 'Thriller']","['Drama', 'Mystery', 'Thriller']",['nm0000682'],['nm0000390'],"['nm0000140', 'nm0001169']","['nm0000232', 'nm0000675']",['nm0000957'],['nm0000025'],['nm0550728'],['nm0881973'],,,
160,tt0104348,Glengarry Glen Ross (1992),Glengarry Glen Ross,1992,1992,['Drama'],"['Crime', 'Drama', 'Mystery']",['nm0001226'],['nm0000519'],"['nm0000199', 'nm0000493', 'nm0000285', 'nm0000273']",,['nm0005851'],['nm0006133'],"['nm0865774', 'nm0958726']",,,,
161,tt0092099,Top Gun (1986),Top Gun,1986,1986,"['Action', 'Romance']","['Action', 'Drama']",['nm0001716'],"['nm0143596', 'nm0258390', 'nm1274594', 'nm0803730']","['nm0000129', 'nm0000209', 'nm0000174']",['nm0000534'],,,['nm0000988'],,,,
162,tt0082846,On Golden Pond (1981),On Golden Pond,1981,1981,['Drama'],['Drama'],['nm0041932'],['nm0860125'],"['nm0000020', 'nm0571630']","['nm0000031', 'nm0000404']",['nm0930119'],['nm0006115'],['nm0317982'],['nm0938130'],,,
163,tt0072081,"Return of the Pink Panther, The (1974)",The Return of the Pink Panther,1974,1975,['Comedy'],"['Comedy', 'Crime', 'Mystery']",['nm0001175'],['nm0907186'],"['nm0000634', 'nm0001626', 'nm0007042']",['nm0770711'],['nm0005910'],['nm0000049'],,['nm0697371'],['nm0612432'],,
164,tt0096754,"Abyss, The (1989)",The Abyss,1989,1989,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Adventure', 'Drama', 'Mystery']",['nm0000116'],,"['nm0000438', 'nm0000299', 'nm0122238']",['nm0001512'],['nm0004121'],['nm0006293'],"['nm0005036', 'nm0512746']",['nm0119322'],,,
165,tt0091288,Jean de Florette (1986),Jean de Florette,1986,1986,['Drama'],"['Comedy', 'Drama']",['nm0001945'],"['nm0102722', 'nm0656528']","['nm0598971', 'nm0000367', 'nm0000809']",['nm0220015'],['nm0005814'],['nm0006223'],,['nm0092384'],,,
166,tt0091480,Manon of the Spring (Manon des sources) (1986),Manon of the Spring,1986,1986,['Drama'],['Drama'],['nm0001945'],"['nm0102722', 'nm0656528']","['nm0598971', 'nm0000809', 'nm0320762']",['nm0000322'],['nm0005814'],['nm0006223'],,['nm0217959'],,,
167,tt0081375,Private Benjamin (1980),Private Benjamin,1980,1980,['Comedy'],"['Comedy', 'War']",['nm0956052'],"['nm0583600', 'nm0796124', 'nm0588458']","['nm0000800', 'nm0916434']","['nm0000443', 'nm0107281']",['nm0909607'],['nm0006015'],,,,,
168,tt0071853,Monty Python and the Holy Grail (1974),Monty Python and the Holy Grail,1974,1975,['Comedy'],"['Adventure', 'Comedy', 'Fantasy']",['nm0001402'],"['nm0001589', 'nm0540627']","['nm0001037', 'nm0000092', 'nm0001385', 'nm0000416']",,['nm0066055'],,"['nm0286926', 'nm0925214']",,,,
169,tt0108598,"Wrong Trousers, The (1993)",The Wrong Trousers,1993,1993,"['Animation', 'Comedy']","['Animation', 'Comedy', 'Crime']",['nm0661910'],"['nm0048276', 'nm0796285', 'nm0874113']","['nm0758608', 'nm0370199']",,"['nm0725725', 'nm0004336']",['nm0636608'],['nm0596960'],,,,
170,tt0095765,Cinema Paradiso (1988),Cinema Paradiso,1988,1988,"['Comedy', 'Drama', 'Romance']","['Drama', 'Romance']",['nm0868153'],"['nm0660031', 'nm0258268']","['nm0634159', 'nm0134073']","['nm0041066', 'nm0199774']",,['nm0001553'],"['nm0188053', 'nm0738603']",,,,
171,tt0101700,Delicatessen (1991),Delicatessen,1991,1991,"['Comedy', 'Sci-Fi']","['Comedy', 'Crime']","['nm0001988', 'nm0000466']",['nm0012496'],"['nm0684500', 'nm0070991', 'nm0237835']",['nm0235342'],['nm0451787'],['nm0018166'],['nm0652226'],,,,
172,tt0080684,"Empire Strikes Back, The (1980)",Star Wars: Episode V - The Empire Strikes Back,1980,1980,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'War']","['Action', 'Adventure', 'Fantasy']",['nm0449984'],"['nm0102824', 'nm0001410', 'nm0000184']","['nm0000434', 'nm0000148', 'nm0001850']",['nm0000402'],,,"['nm0564768', 'nm0476030']",,,,
